ASIN,SKU,製品概要,ブランド,タイトル,タイトルリンク,URL,メイン画像,親ASIN,カテゴリー,親カテゴリー,親カテゴリーBSR,親カテゴリーBSR増加数,親カテゴリーBSR成長率,子カテゴリー,子カテゴリーBSR,月間販売数,月間販売数成長率,月間販売額(￥),子ASIN販売数,子ASIN販売額(￥),バリエーション数,価格(￥),prime価格(￥),Coupon,Q&A,評価数,月間評価値増加数,評価値,評価率,FBA(￥),粗利益,等級,出品日付,販売時間,配送方法,配送料金(￥),LQS,セラー数,BuyBoxセラー,BuyBoxタイプ,セラー所在地,セラー情報,セラーリンク,Best Sellerマーク,スポンサー,ブランド紹介,スポンサー ブランド,タイムセール,Amazon's Choice,New Releaseマーク,A+ページ,動画紹介,ACキーワード,重量,重量,体積,体積
B0C9Q1HGVR,サイズ: クイーン・160X200cm | 色: ネイビー,商品の寸法:2長さ x 1.6幅 m | 色:ネイビー | 材質:ポリエステル | サイズ:クイーン・160X200cm | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ クイーン 160X200cm 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (160X200cm, ネイビー)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9Q1HGVR,https://m.media-amazon.com/images/I/719efpG9-ML._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,241",-1,0,ボックスシーツ,14,"2,168",61%,"5,159,840",,,84,"2,380.00",,10%,,194,23,4.3 ,1.06%,514.00,63%,,2023-06-28,398 ,FBA,,8,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,1 kg,1.00 kg,200 x 160 x 0 cm,200.00 x 160.00 x 0.00 cm
B0C9Q34ZVZ,サイズ: ボックスシーツ・ワイドキング | 色: グリーン,商品の寸法:2長さ x 2幅 m | 色:グリーン | 材質:ポリエステル | サイズ:ボックスシーツ・ワイドキング | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ ワイドキング 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (200X200cm, グリーン)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9Q34ZVZ,https://m.media-amazon.com/images/I/61AZRf0UJIL._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,402",-201,-0.17,ボックスシーツ,15,"2,168",61%,"6,243,840",,,51,"2,880.00",,,,191,21,4.2 ,0.97%,514.00,67%,,2023-06-27,399 ,FBA,,7,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,0.58 キログラム,,200 x 200 x 0 cm,200.00 x 200.00 x 0.00 cm
B0C9Q2KSS5,サイズ: シングル・100X200cm | 色: ダークグレー,商品の寸法:2長さ x 1幅 m | 色:ダークグレー | 材質:ポリエステル | サイズ:シングル・100X200cm | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ シングル 100X200cm 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (100X200cm, ダークグレー)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9Q2KSS5,https://m.media-amazon.com/images/I/71HCHd6N5QL._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,293",29,0.02,ボックスシーツ,15,"2,168",61%,"3,859,040",100 ,"178,000 ",51,"1,780.00",,,,196,25,4.2 ,1.15%,485.00,58%,,2023-06-28,398 ,FBA,,9,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,0.44 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B0C9Q1M5CL,サイズ: ボックスシーツ・キング | 色: グリーン,商品の寸法:2長さ x 1.8幅 m | 色:グリーン | 材質:ポリエステル | サイズ:ボックスシーツ・キング | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ キング 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (180X200cm, グリーン)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9Q1M5CL,https://m.media-amazon.com/images/I/61AZRf0UJIL._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,153",135,0.1,ボックスシーツ,16,"2,168",61%,"5,593,440",,,51,"2,580.00",,,,191,21,4.2 ,0.97%,514.00,65%,,2023-06-27,399 ,FBA,,9,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,0.61 キログラム,,200 x 180 x 0 cm,200.00 x 180.00 x 0.00 cm
B0C9PYKJD3,サイズ: ボックスシーツ・セミダブル | 色: ネイビー,商品の寸法:2長さ x 1.2幅 m | 色:ネイビー | 材質:ポリエステル | サイズ:ボックスシーツ・セミダブル | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ セミダブル 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (120X200cm, ネイビー)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9PYKJD3,https://m.media-amazon.com/images/I/719efpG9-ML._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,225",82,0.06,ボックスシーツ,16,"2,168",61%,"4,292,640",50 ,"99,000 ",51,"1,980.00",,,,191,20,4.2 ,0.92%,485.00,61%,,2023-06-27,399 ,FBA,,8,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,0.48 キログラム,,200 x 120 x 0 cm,200.00 x 120.00 x 0.00 cm
B0C9Q2B9CY,サイズ: ワイドキング・200X200cm | 色: ダークグレー,商品の寸法:2長さ x 2幅 m | 色:ダークグレー | 材質:ポリエステル | サイズ:ボックスシーツ・ワイドキング | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ ワイドキング 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (200X200cm, ダークグレー)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9Q2B9CY,https://m.media-amazon.com/images/I/71HCHd6N5QL._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,388",26,0.02,ボックスシーツ,14,"2,168",61%,"6,243,840",,,84,"2,880.00",,,,191,63,4.2 ,2.91%,514.00,67%,,2023-06-27,399 ,FBA,,7,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,1 kg,1.00 kg,200 x 200 x 0 cm,200.00 x 200.00 x 0.00 cm
B0C9Q47ZVK,サイズ: ボックスシーツ・キング | 色: ブルー,商品の寸法:2長さ x 1.8幅 m | 色:ブルー | 材質:ポリエステル | サイズ:ボックスシーツ・キング | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ キング 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (180X200cm, ブルー)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9Q47ZVK,https://m.media-amazon.com/images/I/61VTg8RB08L._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,262",208,0.14,ボックスシーツ,15,"2,168",61%,"5,584,313",,,51,"2,580.00",,,,196,25,4.2 ,1.15%,514.00,65%,,2023-06-27,399 ,FBA,,7,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,0.61 キログラム,,200 x 180 x 0 cm,200.00 x 180.00 x 0.00 cm
B0C9PZPHHB,サイズ: ボックスシーツ・キング | 色: ホワイト,商品の寸法:2長さ x 1.8幅 m | 色:ホワイト | 材質:ポリエステル | サイズ:ボックスシーツ・キング | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ キング 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (180X200cm, ホワイト)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9PZPHHB,https://m.media-amazon.com/images/I/61e-Du-atLL._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,169",71,0.06,ボックスシーツ,15,"2,168",61%,"5,593,440",,,51,"2,580.00",,,,191,44,4.2 ,2.03%,514.00,65%,,2023-06-27,399 ,FBA,,7,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,0.58 キログラム,,200 x 180 x 0 cm,200.00 x 180.00 x 0.00 cm
B0C9Q25RGB,サイズ: シングル・100X200cm | 色: ライトグレー,商品の寸法:2長さ x 1幅 m | 色:ライトグレー | 材質:ポリエステル | サイズ:シングル・100X200cm | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ シングル 100X200cm 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (100X200cm, ライトグレー)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9Q25RGB,https://m.media-amazon.com/images/I/61KBrmby9FL._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,262",10,0.01,ボックスシーツ,15,"2,168",61%,"3,859,040",50 ,"89,000 ",47,"1,780.00",,,,196,27,4.2 ,1.25%,514.00,56%,,2023-06-28,398 ,FBA,,9,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,0.44 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B0C9Q1MJKZ,サイズ: ボックスシーツ・ダブル | 色: グリーン,商品の寸法:2長さ x 1.4幅 m | 色:グリーン | 材質:ポリエステル | サイズ:ボックスシーツ・ダブル | パターン:無地,クモリ(Kumori),"クモリ(Kumori) ボックスシーツ ダブル 洗いざらし 柔らかい 肌触り 無地 耐久シワ加工 洗える 吸湿速乾 着脱簡単 オールシーズン ベッド/マットレス/敷き布団対応 ベッドシーツ シーツ マットレスカバー ベッドカバー (140X200cm, グリーン)",https://www.amazon.co.jp/s?k=クモリ(Kumori),https://www.amazon.co.jp/dp/B0C9Q1MJKZ,https://m.media-amazon.com/images/I/61AZRf0UJIL._AC_US600_.jpg,B0C9Q2RPJ5,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,153",87,0.07,ボックスシーツ,16,"2,168",61%,"4,726,240",,,47,"2,180.00",,,,196,26,4.2 ,1.20%,514.00,61%,,2023-06-27,399 ,FBA,,9,1,Kumori販売店,FBA,CN,"会社名：Yiwu Xuhui Trade Co., Ltd
電話番号：+8613136122671
オフィス住所：
15栋3单元302
义乌市
福田街道麻车村北区
浙江省
322000
CN
マネージャー：Xu Zhou",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=AD27C9TA5RMWN,,,,,,,,Y,Y,,0.53 キログラム,,200 x 140 x 0 cm,200.00 x 140.00 x 0.00 cm
B09GBLVM2X,サイズ: セミダブル・120X200cm | 色: ホワイト,色:ホワイト | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:セミダブル・120X200cm | パターン:無地,Lemon Bear,ボックスシーツ セミダブル やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (セミダブル・120X200cm ホワイト),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBLVM2X,https://m.media-amazon.com/images/I/61gCOJn2qlL._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,123",-390,-0.53,ボックスシーツ,6,"2,165",,"4,997,837",,,45,"2,380.00",,,,"1,843",37,4.2 ,1.71%,485.00,65%,,2021-09-13,"1,051 ",FBA,,9,1,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,,,Y,N,,0.62 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B09GBLTV7J,サイズ: クイーン・160X200cm | 色: ベージュ,色:ベージュ | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:クイーン・160X200cm | パターン:無地,Lemon Bear,ボックスシーツ クイーン やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (クイーン・160X200cm ベージュ),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBLTV7J,https://m.media-amazon.com/images/I/413Y6PYgTgL._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,088",-355,-0.48,ボックスシーツ,6,"2,165",,"5,581,673",,,45,"2,780.00",,,,"1,840",35,4.2 ,1.62%,485.00,68%,,2021-09-13,"1,051 ",FBA,,9,1,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,,,Y,N,,0.74 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B09GBM391X,サイズ: キング・180X200cm | 色: グリーン,色:グリーン | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:キング・180X200cm | パターン:無地,Lemon Bear,ボックスシーツ キング やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (キング・180X200cm グリーン),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBM391X,https://m.media-amazon.com/images/I/61ehG5w6UWL._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,073",-340,-0.46,ボックスシーツ,6,"2,165",,"5,899,971",,,45,"2,980.00",,,,"1,833",28,4.1 ,1.29%,485.00,69%,,2021-09-13,"1,051 ",FBA,,9,1,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,,,Y,N,,0.86 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B09GBLN5JR,サイズ: シングル・100X200cm | 色: グリーン,色:グリーン | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:シングル・100X200cm | パターン:無地,Lemon Bear,ボックスシーツ シングル やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (シングル・100X200cm グリーン),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBLN5JR,https://m.media-amazon.com/images/I/61ehG5w6UWL._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,073",-402,-0.6,ボックスシーツ,6,"2,165",,"4,575,922",100 ,"218,000 ",45,"2,180.00",,,,"1,843",37,4.2 ,1.71%,465.00,64%,,2021-09-13,"1,051 ",FBA,,9,1,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,,,Y,N,,0.54 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B09GBLT271,サイズ: ダブル・140X200cm | 色: ブルー,色:ブルー | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:ダブル・140X200cm | パターン:無地,Lemon Bear,ボックスシーツ ダブル やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (ダブル・140X200cm ブルー),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBLT271,https://m.media-amazon.com/images/I/618IkIX57xL._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,088",-355,-0.48,ボックスシーツ,6,"2,165",,"5,147,720",,,45,"2,580.00",,,,"1,837",44,4.2 ,2.03%,485.00,66%,,2021-09-13,"1,051 ",FBA,,9,1,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,,,Y,N,,0.72 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B09GBPC9L1,サイズ: キング・180X200cm | 色: グレー,色:グレー | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:キング・180X200cm | パターン:無地,Lemon Bear,ボックスシーツ キング やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (キング・180X200cm グレー),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBPC9L1,https://m.media-amazon.com/images/I/61P-oDvKWCL._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,958,-74,-0.08,ボックスシーツ,6,"2,165",,"5,911,771",,,47,"2,980.00",,,,"1,840",34,4.2 ,1.57%,485.00,69%,,2021-09-13,"1,051 ",FBA,,9,1,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,,,Y,N,,0.83 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B09GBMY56B,サイズ: シングル・100X200cm | 色: ブルー,色:ブルー | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:シングル・100X200cm | パターン:無地,Lemon Bear,ボックスシーツ シングル やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (シングル・100X200cm ブルー),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBMY56B,https://m.media-amazon.com/images/I/618IkIX57xL._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,"1,084",-413,-0.62,ボックスシーツ,6,"2,165",,"4,551,674",100 ,"218,000 ",45,"2,180.00",,,,"1,844",38,4.2 ,1.76%,465.00,60%,,2021-09-13,"1,051 ",FBA,,9,1,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,,,Y,N,,0.51 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B09GBP4J2V,サイズ: セミダブル・120X200cm | 色: グレー,色:グレー | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:セミダブル・120X200cm | パターン:無地,Lemon Bear,ボックスシーツ セミダブル やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (セミダブル・120X200cm グレー),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBP4J2V,https://m.media-amazon.com/images/I/61P-oDvKWCL._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,958,-74,-0.08,ボックスシーツ,6,"2,165",,"4,729,572",50 ,"119,000 ",47,"2,380.00",,,,"1,840",35,4.2 ,1.62%,485.00,61%,,2021-09-13,"1,051 ",FBA,,9,1,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,Y,,Y,N,セミダブルベッドカバー,0.65 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
B09GBN3PWS,サイズ: クイーン・160X200cm | 色: グレー,色:グレー | 素材構成:ポリエステル | 材質:ポリエステル | サイズ:クイーン・160X200cm | パターン:無地,Lemon Bear,ボックスシーツ クイーン やわらかニット シーツ のびのびピタッと ベッドシーツ フィットシーツ 吸水速乾 抗菌・防臭 マットレスカバー ベッドカバー オールシーズン (クイーン・160X200cm グレー),https://www.amazon.co.jp/s?k=Lemon Bear,https://www.amazon.co.jp/dp/B09GBN3PWS,https://m.media-amazon.com/images/I/61P-oDvKWCL._AC_US600_.jpg,B09GBLXHDD,ホーム＆キッチン:寝具:寝具カバー・シーツ:ボックスシーツ,ホーム＆キッチン,958,-74,-0.08,ボックスシーツ,6,"2,165",,"5,520,274",,,47,"2,224.00",,,,"1,837",31,4.2 ,1.43%,485.00,63%,,2021-09-13,"1,051 ",FBA,,9,1,LemonBear 寝具専門店,FBA,JP,"会社名：LONGING JAPAN株式会社
電話番号：0742817233
オフィス住所：
奈良市あやめ池北三丁目
９番２３－４号
奈良市
奈良市
6310032
JP
マネージャー：井口 和志",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29G1WQRLG0V5W,,,,,,,,Y,N,,0.78 キログラム,,200 x 100 x 0 cm,200.00 x 100.00 x 0.00 cm
